Format Version,1.24,Take Name,Take 2025-10-06 09.48.31 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-10-06 09.48.31.906 AM,Capture Start Frame,37805,Total Frames in Take,719,Total Exported Frames,719,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
341,2.841667,960.052307,-74.172775,5791.327148,,,,1476.216187,-522.210510,-6241.139160,,,,,,,910.223267,-149.639938,4230.727539,,,,,,,,,,,,,,,,,,,,,,183.852341,-474.854706,-2394.526855,,,,,,,,,,,,,,,,,,,,,,-627.755188,-332.986481,1297.767334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,2.850000,960.550903,-73.705322,5791.187988,,,,1476.241577,-522.082947,-6241.164062,,,,,,,910.182434,-149.594727,4230.725098,,,,,,,,,,,,,,,,,,,,,,183.911087,-474.927734,-2394.148193,,,,,,,,,,,,,,,,,,,,,,-636.496826,-323.016541,1313.708984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,2.858333,960.193115,-74.036575,5791.289062,,,,1476.238525,-522.030029,-6241.181152,,,,,,,910.190186,-149.624115,4230.736328,,,,,,,,,,,,,,,,,,,,,,184.066895,-474.868713,-2394.141602,,,,,,,,,,,,,,,,,,,,,,-635.408081,-318.603455,1327.973022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,2.866667,960.070679,-74.173477,5791.366699,,,,1476.288696,-522.035767,-6241.172852,,,,,,,910.156860,-149.589218,4230.706543,,,,,,,,,,,,,,,,,,,,,,184.032455,-474.737457,-2394.481201,,,,,,,,,,,,,,,,,,,,,,-629.516174,-317.247589,1339.367676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,2.875000,960.062134,-74.164566,5791.332031,,,,1476.316040,-522.052307,-6241.170898,,,,,,,910.283997,-149.648499,4230.725098,,,,,,,,,,,,,,,,,,,,,,183.980072,-474.855499,-2394.183594,,,,,,,,,,,,,,,,,,,,,,-627.409973,-314.883331,1351.494629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,2.883333,960.182007,-74.036003,5791.209961,,,,1476.294067,-522.158936,-6241.173340,,,,,,,910.300354,-149.652313,4230.717773,,,,,,,,,,,,,,,,,,,,,,183.905731,-474.770905,-2394.488281,,,,,,,,,,,,,,,,,,,,,,-629.426453,-321.010864,1364.725708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,2.891667,960.028931,-74.171890,5791.281738,,,,1476.760864,-521.674805,-6241.027832,,,,,,,910.249329,-149.670059,4230.710938,,,,,,,,,,,,,,,,,,,,,,183.743530,-474.839386,-2394.231689,,,,,,,,,,,,,,,,,,,,,,-631.524902,-323.062531,1376.818359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,2.900000,960.046692,-74.171448,5791.315430,,,,1476.277954,-522.183838,-6241.260254,,,,,,,910.202271,-149.668930,4230.688965,,,,,,,,,,,,,,,,,,,,,,183.757401,-474.816711,-2394.519531,,,,,,,,,,,,,,,,,,,,,,-630.391785,-323.006805,1388.843628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,2.908333,960.189819,-74.056030,5791.208984,,,,1476.270630,-522.246277,-6241.259277,,,,,,,910.294067,-149.732117,4230.710449,,,,,,,,,,,,,,,,,,,,,,183.790329,-474.851471,-2394.570068,,,,,,,,,,,,,,,,,,,,,,-630.803467,-323.256866,1398.573242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,2.916667,960.037354,-74.183311,5791.287109,,,,1476.388550,-522.122253,-6241.237305,,,,,,,910.298584,-149.688126,4230.716797,,,,,,,,,,,,,,,,,,,,,,183.825562,-474.855835,-2394.552979,,,,,,,,,,,,,,,,,,,,,,-630.494934,-323.188568,1407.751831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,2.925000,960.755432,-73.431946,5791.509766,,,,1476.413940,-522.069702,-6241.273926,,,,,,,910.251953,-149.607880,4230.697266,,,,,,,,,,,,,,,,,,,,,,183.861740,-474.815979,-2394.546387,,,,,,,,,,,,,,,,,,,,,,-625.234070,-319.653229,1414.338989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,2.933333,960.737854,-73.452431,5791.388672,,,,1476.412598,-522.116516,-6241.302246,,,,,,,910.234985,-149.603302,4230.702637,,,,,,,,,,,,,,,,,,,,,,183.880722,-474.813354,-2394.531738,,,,,,,,,,,,,,,,,,,,,,-611.684631,-308.536499,1415.156616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,2.941667,960.194458,-74.045509,5791.264160,,,,1476.900146,-521.586853,-6241.139648,,,,,,,910.220581,-149.627426,4230.706055,,,,,,,,,,,,,,,,,,,,,,183.873505,-474.816711,-2394.526123,,,,,,,,,,,,,,,,,,,,,,-611.364502,-308.286224,1423.717041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,2.950000,960.041077,-74.175156,5791.276855,,,,1477.385376,-521.116882,-6240.970215,,,,,,,910.189697,-149.624252,4230.717773,,,,,,,,,,,,,,,,,,,,,,183.866150,-474.820526,-2394.536377,,,,,,,,,,,,,,,,,,,,,,-609.799683,-307.032990,1431.685181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,2.958333,960.048157,-74.174278,5791.323730,,,,1477.361938,-521.317200,-6240.982910,,,,,,,910.288269,-149.690781,4230.740723,,,,,,,,,,,,,,,,,,,,,,183.841995,-474.843445,-2394.543213,,,,,,,,,,,,,,,,,,,,,,-611.228149,-307.908295,1440.845825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,2.966667,960.211975,-74.033897,5791.230469,,,,1477.393677,-521.450867,-6240.966309,,,,,,,910.198669,-149.627365,4230.734375,,,,,,,,,,,,,,,,,,,,,,183.832809,-474.834290,-2394.530029,,,,,,,,,,,,,,,,,,,,,,-611.443726,-305.840088,1447.061768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,2.975000,960.201172,-74.021507,5791.179688,,,,1477.438232,-521.405029,-6240.969238,,,,,,,910.147278,-149.602402,4230.697266,,,,,,,,,,,,,,,,,,,,,,183.844772,-474.838898,-2394.520264,,,,,,,,,,,,,,,,,,,,,,-612.653564,-305.607147,1455.280518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,2.983333,960.067810,-74.154518,5791.296387,,,,1476.644531,-522.213135,-6241.366699,,,,,,,910.155212,-149.602478,4230.693359,,,,,,,,,,,,,,,,,,,,,,183.863876,-474.823364,-2394.532959,,,,,,,,,,,,,,,,,,,,,,-618.963623,-309.853210,1463.110596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,2.991667,960.559875,-73.697937,5791.222168,,,,1476.494751,-522.467957,-6241.415527,,,,,,,910.204712,-149.624573,4230.704102,,,,,,,,,,,,,,,,,,,,,,183.864273,-474.797150,-2394.551025,,,,,,,,,,,,,,,,,,,,,,-611.893738,-304.316345,1464.820801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,3.000000,960.050964,-74.166176,5791.404785,,,,1476.854370,-522.260864,-6241.294922,,,,,,,910.252136,-149.613297,4230.715820,,,,,,,,,,,,,,,,,,,,,,183.856689,-474.820007,-2394.549072,,,,,,,,,,,,,,,,,,,,,,-605.625061,-299.132446,1466.527344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,3.008333,960.055969,-74.150864,5791.391602,,,,1477.482910,-521.574707,-6241.096191,,,,,,,910.251587,-149.605225,4230.694824,,,,,,,,,,,,,,,,,,,,,,183.846054,-474.849945,-2394.521729,,,,,,,,,,,,,,,,,,,,,,-599.993042,-294.474976,1468.060547,-630.675781,-323.178436,1493.502075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,3.016667,960.053101,-74.142685,5791.376465,,,,1477.606934,-521.501648,-6241.120117,,,,,,,910.216797,-149.636215,4230.687012,,,,,,,,,,,,,,,,,,,,,,183.920410,-474.919006,-2394.133545,,,,,,,,,,,,,,,,,,,,,,,,,-629.851013,-320.086853,1507.602051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,3.025000,960.058533,-74.140152,5791.364746,,,,1477.674316,-521.429871,-6241.149414,,,,,,,910.287048,-149.719589,4230.709473,,,,,,,,,,,,,,,,,,,,,,184.067993,-474.868103,-2394.130859,,,,,,,,,,,,,,,,,,,,,,,,,-629.483093,-321.624695,1510.915527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,3.033333,960.648621,-73.473572,5791.311523,,,,1477.795898,-521.317810,-6241.153320,,,,,,,910.271667,-149.690186,4230.717285,,,,,,,,,,,,,,,,,,,,,,184.032028,-474.758636,-2394.481201,,,,,,,,,,,,,,,,,,,,,,,,,-629.068665,-322.498108,1512.519043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,3.041667,960.318665,-73.811317,5791.432129,,,,1477.842651,-521.397583,-6241.173340,,,,,,,910.282471,-149.664719,4230.712402,,,,,,,,,,,,,,,,,,,,,,183.959442,-474.878998,-2394.164307,,,,,,,,,,,,,,,,,,,,,,,,,-628.801270,-324.497345,1513.710571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,3.050000,960.737854,-73.417496,5791.522949,,,,1477.826782,-521.327087,-6241.211914,,,,,,,910.217102,-149.593719,4230.698242,,,,,,,,,,,,,,,,,,,,,,183.866348,-474.782959,-2394.488525,,,,,,,,,,,,,,,,,,,,,,,,,-629.509460,-326.692169,1515.328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,3.058333,960.731262,-73.430145,5791.529785,,,,1477.874390,-521.344849,-6241.211914,,,,,,,910.195984,-149.595810,4230.698242,,,,,,,,,,,,,,,,,,,,,,183.787231,-474.851868,-2394.515869,,,,,,,,,,,,,,,,,,,,,,,,,-629.463318,-329.170715,1517.907349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,3.066667,960.755127,-73.424622,5791.512207,,,,1477.938843,-521.439270,-6241.160645,,,,,,,910.220947,-149.639618,4230.709961,,,,,,,,,,,,,,,,,,,,,,183.689713,-474.801636,-2394.237305,,,,,,,,,,,,,,,,,,,,,,,,,-629.227661,-329.473877,1523.914917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,3.075000,960.750122,-73.425247,5791.504395,,,,1478.000610,-521.541809,-6241.152832,,,,,,,910.295471,-149.715286,4230.742676,,,,,,,,,,,,,,,,,,,,,,183.796158,-474.778809,-2394.507324,,,,,,,,,,,,,,,,,,,,,,,,,-629.882080,-330.082336,1523.753296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,3.083333,960.205750,-74.003868,5791.302246,,,,1478.104736,-521.536011,-6241.149414,,,,,,,910.186646,-149.625809,4230.720215,,,,,,,,,,,,,,,,,,,,,,183.847656,-474.837250,-2394.546387,,,,,,,,,,,,,,,,,,,,,,,,,-630.465698,-329.943970,1523.988037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,3.091667,960.178772,-74.032722,5791.190430,,,,1478.246094,-521.473999,-6241.136230,,,,,,,910.170227,-149.604141,4230.715332,,,,,,,,,,,,,,,,,,,,,,183.861816,-474.847748,-2394.546387,,,,,,,,,,,,,,,,,,,,,,,,,-629.793457,-328.845520,1523.079590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,3.100000,960.048523,-74.186981,5791.272461,,,,1476.445557,-523.801147,-6241.807617,,,,,,,910.221558,-149.636139,4230.711426,,,,,,,,,,,,,,,,,,,,,,183.861160,-474.853516,-2394.530762,,,,,,,,,,,,,,,,,,,,,,,,,-630.466553,-329.641266,1524.777832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,3.108333,960.068665,-74.162170,5791.334961,,,,1476.173218,-523.948425,-6244.094727,,,,,,,910.243713,-149.628540,4230.703613,,,,,,,,,,,,,,,,,,,,,,183.857468,-474.846588,-2394.528809,,,,,,,,,,,,,,,,,,,,,,,,,-630.946838,-330.125793,1525.799683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,3.116667,960.050537,-74.160736,5791.350098,,,,1476.276245,-523.763916,-6244.151367,,,,,,,910.171021,-149.560349,4230.681641,,,,,,,,,,,,,,,,,,,,,,183.854416,-474.826660,-2394.549805,,,,,,,,,,,,,,,,,,,,,,,,,-631.549011,-330.649261,1527.359863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,3.125000,960.539551,-73.653061,5791.196777,,,,1478.751587,-527.266174,-6255.974609,,,,,,,910.245728,-149.613159,4230.710449,,,,,,,,,,,,,,,,,,,,,,183.859482,-474.826965,-2394.544434,,,,,,,,,,,,,,,,,,,,,,,,,-632.104736,-331.007141,1528.531616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,3.133333,960.536255,-73.684875,5791.148926,,,,1479.916138,-528.634583,-6261.875977,,,,,,,910.276489,-149.651566,4230.726074,,,,,,,,,,,,,,,,,,,,,,183.866470,-474.848419,-2394.522217,,,,,,,,,,,,,,,,,,,,,,,,,-633.438538,-331.537567,1530.046509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,3.141667,960.064636,-74.148468,5791.310059,,,,1480.074341,-528.521729,-6262.023438,,,,,,,910.222778,-149.646500,4230.694824,,,,,,,,,,,,,,,,,,,,,,183.873306,-474.856293,-2394.529785,,,,,,,,,,,,,,,,,,,,,,,,,-636.036194,-331.690277,1529.921143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,3.150000,960.194031,-74.016647,5791.276367,,,,1480.144653,-528.302979,-6261.647461,,,,,,,910.185425,-149.635468,4230.686035,,,,,,,,,,,,,,,,,,,,,,183.932877,-474.929810,-2394.137695,,,,,,,,,,,,,,,,,,,,,,,,,-638.466309,-332.494141,1528.686157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,3.158333,960.178345,-74.017601,5791.219238,,,,1480.383545,-528.316956,-6262.458008,,,,,,,910.261475,-149.665466,4230.708984,,,,,,,,,,,,,,,,,,,,,,184.074387,-474.904114,-2394.125244,,,,,,,,,,,,,,,,,,,,,,,,,-640.991821,-335.905731,1524.038330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,3.166667,960.171509,-74.007545,5791.172363,,,,1480.524414,-528.020081,-6262.333496,,,,,,,910.305664,-149.651352,4230.722656,,,,,,,,,,,,,,,,,,,,,,184.014771,-474.768951,-2394.480713,,,,,,,,,,,,,,,,,,,,,,,,,-641.637756,-336.199768,1524.945190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,3.175000,960.034668,-74.132942,5791.297852,,,,1480.619019,-527.852417,-6262.620117,,,,,,,910.187561,-149.543549,4230.681641,,,,,,,,,,,,,,,,,,,,,,183.893021,-474.841431,-2394.533447,,,,,,,,,,,,,,,,,,,,,,,,,-642.324280,-336.286255,1526.229614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,3.183333,960.170898,-74.010284,5791.233887,,,,1480.843384,-526.992493,-6262.368652,,,,,,,910.302124,-149.665970,4230.719238,,,,,,,,,,,,,,,,,,,,,,183.818237,-474.888123,-2394.525635,,,,,,,,,,,,,,,,,,,,,,,,,-643.027344,-336.041687,1527.194214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,3.191667,960.531128,-73.674263,5791.135254,,,,1483.318970,-522.462891,-6249.507324,,,,,,,910.240662,-149.715668,4230.735352,,,,,,,,,,,,,,,,,,,,,,183.872772,-474.960846,-2394.157715,,,,,,,,,,,,,,,,,,,,,,,,,-644.191833,-335.253265,1528.572632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,3.200000,960.537048,-73.673080,5791.140137,,,,1484.917725,-519.550537,-6241.643066,,,,,,,910.124573,-149.633575,4230.702637,,,,,,,,,,,,,,,,,,,,,,184.032486,-474.901154,-2394.136963,,,,,,,,,,,,,,,,,,,,,,,,,-645.341675,-333.928345,1530.143188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,3.208333,960.752502,-73.406570,5791.497070,,,,1483.787476,-516.880005,-6235.679688,,,,,,,910.285095,-149.694214,4230.738281,,,,,,,,,,,,,,,,,,,,,,184.005508,-474.776154,-2394.471436,,,,,,,,,,,,,,,,,,,,,,,,,-646.753113,-333.364319,1531.880859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,3.216667,960.526794,-73.623001,5791.524414,,,,1483.906128,-516.330017,-6235.666992,,,,,,,910.274902,-149.619614,4230.730469,,,,,,,,,,,,,,,,,,,,,,183.933350,-474.846558,-2394.538086,,,,,,,,,,,,,,,,,,,,,,,,,-647.436768,-334.526855,1533.406860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,3.225000,960.066711,-74.157043,5791.400391,,,,1484.267212,-515.319885,-6233.790039,,,,,,,910.196960,-149.543304,4230.687012,,,,,,,,,,,,,,,,,,,,,,183.898148,-474.943146,-2394.139648,,,,,,,,,,,,,,,,,,,,,,,,,-648.294800,-336.039368,1534.791016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,3.233333,960.044250,-74.175720,5791.333496,,,,1483.230957,-503.754486,-6215.125488,,,,,,,910.211853,-149.596878,4230.702637,,,,,,,,,,,,,,,,,,,,,,183.845398,-474.800812,-2394.510498,,,,,,,,,,,,,,,,,,,,,,,,,-649.594849,-337.753113,1536.446899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,3.241667,960.192871,-74.029434,5791.219727,,,,1482.515259,-497.040985,-6209.665527,,,,,,,910.263245,-149.667038,4230.729004,,,,,,,,,,,,,,,,,,,,,,183.820068,-474.882874,-2394.189697,,,,,,,,,,,,,,,,,,,,,,,,,-650.680054,-339.987518,1538.377563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,3.250000,960.191101,-74.048332,5791.189453,,,,1481.909180,-498.746857,-6225.790039,,,,,,,910.178894,-149.632721,4230.694824,,,,,,,,,,,,,,,,,,,,,,183.978470,-474.899902,-2394.139648,,,,,,,,,,,,,,,,,,,,,,,,,-651.292297,-340.931458,1539.615723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,3.258333,960.187195,-74.041786,5791.174805,,,,1481.902100,-499.123871,-6227.582520,,,,,,,910.240723,-149.647705,4230.717285,,,,,,,,,,,,,,,,,,,,,,183.981537,-474.771454,-2394.489014,,,,,,,,,,,,,,,,,,,,,,,,,-651.512146,-341.288788,1541.149292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,3.266667,960.183289,-74.032990,5791.172363,,,,1481.895630,-499.462616,-6229.192383,,,,,,,910.204712,-149.616516,4230.705566,,,,,,,,,,,,,,,,,,,,,,183.881546,-474.843475,-2394.527832,,,,,,,,,,,,,,,,,,,,,,,,,-651.808716,-341.854675,1542.648193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,3.275000,960.179810,-74.040245,5791.185059,,,,1480.523804,-511.173126,-6266.252441,,,,,,,910.155518,-149.596680,4230.684082,,,,,,,,,,,,,,,,,,,,,,183.829224,-474.869568,-2394.548096,,,,,,,,,,,,,,,,,,,,,,,,,-652.564758,-342.464172,1544.185791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,3.283333,960.166870,-74.029266,5791.188477,,,,1479.291382,-521.694275,-6299.548828,,,,,,,910.205322,-149.621033,4230.700195,,,,,,,,,,,,,,,,,,,,,,183.873810,-474.937408,-2394.161377,,,,,,,,,,,,,,,,,,,,,,,,,-654.508179,-342.432831,1545.982422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,3.291667,960.046448,-74.151215,5791.310547,,,,1478.184326,-531.146912,-6329.462891,,,,,,,910.299927,-149.668625,4230.736816,,,,,,,,,,,,,,,,,,,,,,183.871124,-474.802124,-2394.497559,,,,,,,,,,,,,,,,,,,,,,,,,-656.134338,-341.718872,1547.656250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,3.300000,960.509094,-73.696716,5791.202148,,,,,,,,,,,,,910.311157,-149.646591,4230.715820,,,,,,,,,,,,,,,,,,,,,,183.842484,-474.848572,-2394.549072,,,,,,,,,,,,,,,,,,,,,,,,,-657.519165,-340.584930,1549.724854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,3.308333,960.166748,-74.022903,5791.279785,,,,,,,,,,,,,910.208679,-149.601807,4230.706055,,,,,,,,,,,,,,,,,,,,,,183.822876,-474.850433,-2394.553955,,,,,,,,,,,,,,,,,,,,,,,,,-658.342896,-340.822815,1550.937012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,3.316667,960.636597,-73.504669,5791.313965,,,,,,,,,,,,,910.254395,-149.710068,4230.736328,,,,,,,,,,,,,,,,,,,,,,183.895035,-474.910675,-2394.157959,,,,,,,,,,,,,,,,,,,,,,,,,-658.719849,-341.942230,1552.351685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,3.325000,960.203125,-74.018631,5791.338379,,,,,,,,,,,,,910.219788,-149.697968,4230.732910,,,,,,,,,,,,,,,,,,,,,,183.906784,-474.805634,-2394.488281,,,,,,,,,,,,,,,,,,,,,,,,,-658.932007,-342.726685,1553.546265,1490.116577,-515.914551,-6254.003418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,3.333333,960.767334,-73.410286,5791.523438,,,,,,,,,,,,,910.207214,-149.628479,4230.715332,,,,,,,,,,,,,,,,,,,,,,183.899094,-474.916412,-2394.160645,,,,,,,,,,,,,,,,,,,,,,,,,-659.626587,-342.729797,1555.106079,1490.221680,-517.518799,-6257.272949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,3.341667,960.732117,-73.435745,5791.407227,,,,,,,,,,,,,910.218994,-149.586533,4230.699219,,,,,,,,,,,,,,,,,,,,,,184.031311,-474.905884,-2394.140625,,,,,,,,,,,,,,,,,,,,,,,,,-660.399170,-342.384369,1556.838379,1490.961914,-516.290955,-6255.228516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,3.350000,960.547119,-73.673660,5791.185059,,,,,,,,,,,,,910.234741,-149.575470,4230.703125,,,,,,,,,,,,,,,,,,,,,,184.178635,-474.865234,-2394.128662,,,,,,,,,,,,,,,,,,,,,,,,,-661.377991,-342.116241,1558.529297,1492.916382,-512.972168,-6246.645996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,3.358333,960.526917,-73.667145,5791.032227,,,,,,,,,,,,,910.242798,-149.623764,4230.696777,,,,,,,,,,,,,,,,,,,,,,184.238464,-474.844635,-2394.123047,,,,,,,,,,,,,,,,,,,,,,,,,-662.134949,-342.081635,1560.205444,1496.199463,-507.864410,-6232.142090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,3.366667,960.054138,-74.140686,5791.246094,,,,,,,,,,,,,910.179993,-149.590179,4230.701172,,,,,,,,,,,,,,,,,,,,,,184.061142,-474.786835,-2394.455566,,,,,,,,,,,,,,,,,,,,,,,,,-662.759949,-342.236450,1561.739258,1499.063721,-502.312347,-6217.246094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,3.375000,960.168030,-74.025040,5791.274902,,,,,,,,,,,,,910.205811,-149.646561,4230.723145,,,,,,,,,,,,,,,,,,,,,,183.919312,-474.894196,-2394.175293,,,,,,,,,,,,,,,,,,,,,,,,,-663.483643,-342.289734,1563.111694,1500.739624,-499.326813,-6209.858887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,3.383333,960.188965,-74.035095,5791.221191,,,,,,,,,,,,,910.221069,-149.645187,4230.712891,,,,,,,,,,,,,,,,,,,,,,183.838013,-474.798157,-2394.512695,,,,,,,,,,,,,,,,,,,,,,,,,-664.161011,-342.539154,1564.769531,1491.125977,-497.975647,-6225.060547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,3.391667,960.785950,-73.400894,5791.498535,,,,,,,,,,,,,910.267456,-149.665665,4230.726074,,,,,,,,,,,,,,,,,,,,,,183.788452,-474.829224,-2394.548584,,,,,,,,,,,,,,,,,,,,,,,,,-666.760742,-340.358185,1566.758545,1491.435181,-494.952271,-6226.077637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,3.400000,960.788330,-73.404633,5791.525391,,,,,,,,,,,,,910.267212,-149.648773,4230.713867,,,,,,,,,,,,,,,,,,,,,,183.852173,-474.920135,-2394.178467,,,,,,,,,,,,,,,,,,,,,,,,,-667.714050,-340.582550,1568.224976,1492.618896,-489.533447,-6227.751465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,3.408333,960.481384,-73.713776,5791.479980,,,,,,,,,,,,,910.226746,-149.640900,4230.702148,,,,,,,,,,,,,,,,,,,,,,183.875366,-474.804321,-2394.496338,,,,,,,,,,,,,,,,,,,,,,,,,-668.221802,-341.109131,1569.571289,1493.228149,-489.010620,-6227.459473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,3.416667,960.058838,-74.166283,5791.357910,,,,,,,,,,,,,910.117493,-149.550919,4230.682617,,,,,,,,,,,,,,,,,,,,,,183.830643,-474.860626,-2394.547852,,,,,,,,,,,,,,,,,,,,,,,,,-668.565491,-341.530975,1570.863525,1493.798950,-488.303284,-6227.504883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,3.425000,960.538452,-73.698166,5791.235352,,,,,,,,,,,,,910.222412,-149.625336,4230.723633,,,,,,,,,,,,,,,,,,,,,,183.792404,-474.875885,-2394.544434,,,,,,,,,,,,,,,,,,,,,,,,,-668.817139,-341.988953,1572.229614,1494.136230,-488.233490,-6227.344727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,3.433333,960.544128,-73.669907,5791.179688,,,,,,,,,,,,,910.325256,-149.680923,4230.748047,,,,,,,,,,,,,,,,,,,,,,183.788300,-474.866455,-2394.528809,,,,,,,,,,,,,,,,,,,,,,,,,-669.170105,-342.354248,1573.757446,1496.196655,-486.418365,-6227.709473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
